motif_id	cisbp_tf_id	archive_motif_id	tf_status	tf_name	source_file	alternative_count	alternatives	status
M05009_2.00	T176135_3.10	M05009_3.10	D	ETV4	TF_Information.txt	18	T176137_3.10;T176111_3.10;T176114_3.10;T176115_3.10;T176116_3.10;T176117_3.10;T176118_3.10;T176119_3.10;T176120_3.10;T176122_3.10;T176123_3.10;T176127_3.10;T176128_3.10;T176129_3.10;T176130_3.10;T176131_3.10;T176133_3.10;T176136_3.10	AMBIGUOUS
M05010_2.00	T176135_3.10	M05010_3.10	D	ETV4	TF_Information.txt	18	T176137_3.10;T176111_3.10;T176114_3.10;T176115_3.10;T176116_3.10;T176117_3.10;T176118_3.10;T176119_3.10;T176120_3.10;T176122_3.10;T176123_3.10;T176127_3.10;T176128_3.10;T176129_3.10;T176130_3.10;T176131_3.10;T176133_3.10;T176136_3.10	AMBIGUOUS
M05011_2.00	T176135_3.10	M05011_3.10	D	ETV4	TF_Information.txt	18	T176137_3.10;T176111_3.10;T176114_3.10;T176115_3.10;T176116_3.10;T176117_3.10;T176118_3.10;T176119_3.10;T176120_3.10;T176122_3.10;T176123_3.10;T176127_3.10;T176128_3.10;T176129_3.10;T176130_3.10;T176131_3.10;T176133_3.10;T176136_3.10	AMBIGUOUS
M05012_2.00	T176136_3.10	M05012_3.10	D	ETV5	TF_Information.txt	18	T176137_3.10;T176111_3.10;T176114_3.10;T176115_3.10;T176116_3.10;T176117_3.10;T176118_3.10;T176119_3.10;T176120_3.10;T176122_3.10;T176123_3.10;T176127_3.10;T176128_3.10;T176129_3.10;T176130_3.10;T176131_3.10;T176133_3.10;T176135_3.10	AMBIGUOUS
M05013_2.00	T176136_3.10	M05013_3.10	D	ETV5	TF_Information.txt	18	T176137_3.10;T176111_3.10;T176114_3.10;T176115_3.10;T176116_3.10;T176117_3.10;T176118_3.10;T176119_3.10;T176120_3.10;T176122_3.10;T176123_3.10;T176127_3.10;T176128_3.10;T176129_3.10;T176130_3.10;T176131_3.10;T176133_3.10;T176135_3.10	AMBIGUOUS
M05014_2.00	T176136_3.10	M05014_3.10	D	ETV5	TF_Information.txt	18	T176137_3.10;T176111_3.10;T176114_3.10;T176115_3.10;T176116_3.10;T176117_3.10;T176118_3.10;T176119_3.10;T176120_3.10;T176122_3.10;T176123_3.10;T176127_3.10;T176128_3.10;T176129_3.10;T176130_3.10;T176131_3.10;T176133_3.10;T176135_3.10	AMBIGUOUS
M05015_2.00	T176138_3.10	M05015_3.10	D	SPIB	TF_Information.txt	2	T176113_3.10;T176134_3.10	AMBIGUOUS
M05016_2.00	T176138_3.10	M05016_3.10	D	SPIB	TF_Information.txt	2	T176113_3.10;T176134_3.10	AMBIGUOUS
M05017_2.00	T176138_3.10	M05017_3.10	D	SPIB	TF_Information.txt	2	T176113_3.10;T176134_3.10	AMBIGUOUS
M05018_2.00	T176138_3.10	M05018_3.10	D	SPIB	TF_Information.txt	2	T176113_3.10;T176134_3.10	AMBIGUOUS
M05019_2.00	T185759_3.10	M05019_3.10	D	FOXP3	TF_Information.txt	0		OK
M05020_2.00	T185759_3.10	M05020_3.10	D	FOXP3	TF_Information.txt	0		OK
M05021_2.00	T185762_3.10	M05021_3.10	D	FOXJ2	TF_Information.txt	7	T185796_3.10;T185805_3.10;T185759_3.10;T185771_3.10;T185775_3.10;T185780_3.10;T185801_3.10	AMBIGUOUS
M05022_2.00	T185762_3.10	M05022_3.10	D	FOXJ2	TF_Information.txt	7	T185796_3.10;T185805_3.10;T185759_3.10;T185771_3.10;T185775_3.10;T185780_3.10;T185801_3.10	AMBIGUOUS
M05023_2.00	T185766_3.10	M05023_3.10	D	FOXP1	TF_Information.txt	6	T185759_3.10;T185769_3.10;T185772_3.10;T185775_3.10;T185788_3.10;T185801_3.10	AMBIGUOUS
M05024_2.00	T185766_3.10	M05024_3.10	D	FOXP1	TF_Information.txt	6	T185759_3.10;T185769_3.10;T185772_3.10;T185775_3.10;T185788_3.10;T185801_3.10	AMBIGUOUS
M05025_2.00	T185767_3.10	M05025_3.10	D	FOXO3	TF_Information.txt	4	T185772_3.10;T185776_3.10;T185792_3.10;T185802_3.10	AMBIGUOUS
M05026_2.00	T185767_3.10	M05026_3.10	D	FOXO3	TF_Information.txt	4	T185772_3.10;T185776_3.10;T185792_3.10;T185802_3.10	AMBIGUOUS
M05027_2.00	T185768_3.10	M05027_3.10	D	FOXA2	TF_Information.txt	4	T185803_3.10;T185770_3.10;T185782_3.10;T185784_3.10	AMBIGUOUS
M05028_2.00	T185768_3.10	M05028_3.10	D	FOXA2	TF_Information.txt	4	T185803_3.10;T185770_3.10;T185782_3.10;T185784_3.10	AMBIGUOUS
M05029_2.00	T185770_3.10	M05029_3.10	D	FOXA1	TF_Information.txt	3	T185768_3.10;T185782_3.10;T185784_3.10	AMBIGUOUS
M05030_2.00	T185770_3.10	M05030_3.10	D	FOXA1	TF_Information.txt	3	T185768_3.10;T185782_3.10;T185784_3.10	AMBIGUOUS
M05031_2.00	T185770_3.10	M05031_3.10	D	FOXA1	TF_Information.txt	3	T185768_3.10;T185782_3.10;T185784_3.10	AMBIGUOUS
M05032_2.00	T185770_3.10	M05032_3.10	D	FOXA1	TF_Information.txt	3	T185768_3.10;T185782_3.10;T185784_3.10	AMBIGUOUS
M05033_2.00	T185770_3.10	M05033_3.10	D	FOXA1	TF_Information.txt	3	T185768_3.10;T185782_3.10;T185784_3.10	AMBIGUOUS
M05034_2.00	T185770_3.10	M05034_3.10	D	FOXA1	TF_Information.txt	3	T185768_3.10;T185782_3.10;T185784_3.10	AMBIGUOUS
M05035_2.00	T185778_3.10	M05035_3.10	D	FOXQ1	TF_Information.txt	1	T185790_3.10	AMBIGUOUS
M05036_2.00	T185778_3.10	M05036_3.10	D	FOXQ1	TF_Information.txt	1	T185790_3.10	AMBIGUOUS
M05037_2.00	T185779_3.10	M05037_3.10	D	FOXK1	TF_Information.txt	3	T185775_3.10;T185780_3.10;T185801_3.10	AMBIGUOUS
M05038_2.00	T185779_3.10	M05038_3.10	D	FOXK1	TF_Information.txt	3	T185775_3.10;T185780_3.10;T185801_3.10	AMBIGUOUS
M05039_2.00	T185780_3.10	M05039_3.10	D	FOXI1	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185796_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185762_3.10;T185763_3.10;T185775_3.10;T185779_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10	AMBIGUOUS
M05040_2.00	T185780_3.10	M05040_3.10	D	FOXI1	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185796_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185762_3.10;T185763_3.10;T185775_3.10;T185779_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10	AMBIGUOUS
M05041_2.00	T185780_3.10	M05041_3.10	D	FOXI1	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185796_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185762_3.10;T185763_3.10;T185775_3.10;T185779_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10	AMBIGUOUS
M05042_2.00	T185780_3.10	M05042_3.10	D	FOXI1	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185796_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185762_3.10;T185763_3.10;T185775_3.10;T185779_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10	AMBIGUOUS
M05043_2.00	T185782_3.10	M05043_3.10	D	FOXA3	TF_Information.txt	4	T185768_3.10;T185770_3.10;T185784_3.10;T185790_3.10	AMBIGUOUS
M05044_2.00	T185782_3.10	M05044_3.10	D	FOXA3	TF_Information.txt	4	T185768_3.10;T185770_3.10;T185784_3.10;T185790_3.10	AMBIGUOUS
M05045_2.00	T185782_3.10	M05045_3.10	D	FOXA3	TF_Information.txt	4	T185768_3.10;T185770_3.10;T185784_3.10;T185790_3.10	AMBIGUOUS
M05046_2.00	T185782_3.10	M05046_3.10	D	FOXA3	TF_Information.txt	4	T185768_3.10;T185770_3.10;T185784_3.10;T185790_3.10	AMBIGUOUS
M05047_2.00	T185783_3.10	M05047_3.10	D	FOXN2	TF_Information.txt	1	T185760_3.10	AMBIGUOUS
M05048_2.00	T185783_3.10	M05048_3.10	D	FOXN2	TF_Information.txt	1	T185760_3.10	AMBIGUOUS
M05049_2.00	T185784_3.10	M05049_3.10	D	FOXB1	TF_Information.txt	4	T185803_3.10;T185768_3.10;T185770_3.10;T185782_3.10	AMBIGUOUS
M05050_2.00	T185784_3.10	M05050_3.10	D	FOXB1	TF_Information.txt	4	T185803_3.10;T185768_3.10;T185770_3.10;T185782_3.10	AMBIGUOUS
M05051_2.00	T185785_3.10	M05051_3.10	D	FOXG1	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185796_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185775_3.10;T185780_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10;T185798_3.10;T185801_3.10;T185806_3.10	AMBIGUOUS
M05052_2.00	T185785_3.10	M05052_3.10	D	FOXG1	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185796_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185775_3.10;T185780_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10;T185798_3.10;T185801_3.10;T185806_3.10	AMBIGUOUS
M05053_2.00	T185788_3.10	M05053_3.10	D	FOXC2	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185763_3.10;T185766_3.10;T185773_3.10;T185775_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10;T185798_3.10	AMBIGUOUS
M05054_2.00	T185788_3.10	M05054_3.10	D	FOXC2	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185763_3.10;T185766_3.10;T185773_3.10;T185775_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10;T185798_3.10	AMBIGUOUS
M05055_2.00	T185788_3.10	M05055_3.10	D	FOXC2	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185763_3.10;T185766_3.10;T185773_3.10;T185775_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10;T185798_3.10	AMBIGUOUS
M05056_2.00	T185788_3.10	M05056_3.10	D	FOXC2	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185763_3.10;T185766_3.10;T185773_3.10;T185775_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10;T185798_3.10	AMBIGUOUS
M05057_2.00	T185789_3.10	M05057_3.10	D	FOXE1	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185797_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185763_3.10;T185773_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10;T185798_3.10;T185806_3.10	AMBIGUOUS
M05058_2.00	T185789_3.10	M05058_3.10	D	FOXE1	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185797_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185763_3.10;T185773_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10;T185798_3.10;T185806_3.10	AMBIGUOUS
M05059_2.00	T185791_3.10	M05059_3.10	D	FOXL2	TF_Information.txt	19	T185781_3.10;T185793_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185763_3.10;T185773_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185794_3.10;T185795_3.10;T185798_3.10;T185806_3.10	AMBIGUOUS
M05060_2.00	T185791_3.10	M05060_3.10	D	FOXL2	TF_Information.txt	19	T185781_3.10;T185793_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185763_3.10;T185773_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185794_3.10;T185795_3.10;T185798_3.10;T185806_3.10	AMBIGUOUS
M05061_2.00	T185792_3.10	M05061_3.10	D	FOXO4	TF_Information.txt	0		OK
M05062_2.00	T185792_3.10	M05062_3.10	D	FOXO4	TF_Information.txt	0		OK
M05063_2.00	T185795_3.10	M05063_3.10	D	FOXD2	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185797_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185763_3.10;T185773_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185798_3.10;T185801_3.10	AMBIGUOUS
M05064_2.00	T185795_3.10	M05064_3.10	D	FOXD2	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185797_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185763_3.10;T185773_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185798_3.10;T185801_3.10	AMBIGUOUS
M05065_2.00	T185795_3.10	M05065_3.10	D	FOXD2	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185797_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185763_3.10;T185773_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185798_3.10;T185801_3.10	AMBIGUOUS
M05066_2.00	T185795_3.10	M05066_3.10	D	FOXD2	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185797_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185763_3.10;T185773_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185798_3.10;T185801_3.10	AMBIGUOUS
M05067_2.00	T185798_3.10	M05067_3.10	D	FOXD3	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185796_3.10;T185797_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185763_3.10;T185773_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10	AMBIGUOUS
M05068_2.00	T185798_3.10	M05068_3.10	D	FOXD3	TF_Information.txt	20	T185781_3.10;T185793_3.10;T185796_3.10;T185797_3.10;T185799_3.10;T185804_3.10;T185805_3.10;T185807_3.10;T185761_3.10;T185763_3.10;T185773_3.10;T185780_3.10;T185785_3.10;T185787_3.10;T185788_3.10;T185789_3.10;T185790_3.10;T185791_3.10;T185794_3.10;T185795_3.10	AMBIGUOUS
M05069_2.00	T185800_3.10	M05069_3.10	D	FOXR2	TF_Information.txt	0		OK
M05070_2.00	T185800_3.10	M05070_3.10	D	FOXR2	TF_Information.txt	0		OK
M05071_2.00	T185801_3.10	M05071_3.10	D	FOXJ3	TF_Information.txt	13	T185796_3.10;T185805_3.10;T185759_3.10;T185762_3.10;T185766_3.10;T185775_3.10;T185779_3.10;T185780_3.10;T185785_3.10;T185788_3.10;T185795_3.10;T185798_3.10;T185806_3.10	AMBIGUOUS
M05072_2.00	T185801_3.10	M05072_3.10	D	FOXJ3	TF_Information.txt	13	T185796_3.10;T185805_3.10;T185759_3.10;T185762_3.10;T185766_3.10;T185775_3.10;T185779_3.10;T185780_3.10;T185785_3.10;T185788_3.10;T185795_3.10;T185798_3.10;T185806_3.10	AMBIGUOUS
M05073_2.00	T192722_3.10	M05073_3.10	D	GATA1	TF_Information.txt	5	T192724_3.10;T192725_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M05074_2.00	T192722_3.10	M05074_3.10	D	GATA1	TF_Information.txt	5	T192724_3.10;T192725_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M05075_2.00	T192724_3.10	M05075_3.10	D	GATA3	TF_Information.txt	5	T192722_3.10;T192725_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M05076_2.00	T192724_3.10	M05076_3.10	D	GATA3	TF_Information.txt	5	T192722_3.10;T192725_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M05077_2.00	T192724_3.10	M05077_3.10	D	GATA3	TF_Information.txt	5	T192722_3.10;T192725_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M05078_2.00	T192724_3.10	M05078_3.10	D	GATA3	TF_Information.txt	5	T192722_3.10;T192725_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M05079_2.00	T192725_3.10	M05079_3.10	D	GATA5	TF_Information.txt	5	T192722_3.10;T192724_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M05080_2.00	T192725_3.10	M05080_3.10	D	GATA5	TF_Information.txt	5	T192722_3.10;T192724_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M05081_2.00	T192725_3.10	M05081_3.10	D	GATA5	TF_Information.txt	5	T192722_3.10;T192724_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M05082_2.00	T192725_3.10	M05082_3.10	D	GATA5	TF_Information.txt	5	T192722_3.10;T192724_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M05083_2.00	T192725_3.10	M05083_3.10	D	GATA5	TF_Information.txt	5	T192722_3.10;T192724_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M05084_2.00	T192725_3.10	M05084_3.10	D	GATA5	TF_Information.txt	5	T192722_3.10;T192724_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M05085_2.00	T192725_3.10	M05085_3.10	D	GATA5	TF_Information.txt	5	T192722_3.10;T192724_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M05086_2.00	T192725_3.10	M05086_3.10	D	GATA5	TF_Information.txt	5	T192722_3.10;T192724_3.10;T192726_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M05087_2.00	T192726_3.10	M05087_3.10	D	GATA4	TF_Information.txt	5	T192722_3.10;T192724_3.10;T192725_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M05088_2.00	T192726_3.10	M05088_3.10	D	GATA4	TF_Information.txt	5	T192722_3.10;T192724_3.10;T192725_3.10;T192727_3.10;T192730_3.10	AMBIGUOUS
M05089_2.00	T192727_3.10	M05089_3.10	D	GATA6	TF_Information.txt	5	T192722_3.10;T192724_3.10;T192725_3.10;T192726_3.10;T192730_3.10	AMBIGUOUS
M05090_2.00	T192727_3.10	M05090_3.10	D	GATA6	TF_Information.txt	5	T192722_3.10;T192724_3.10;T192725_3.10;T192726_3.10;T192730_3.10	AMBIGUOUS
M05091_2.00	T192730_3.10	M05091_3.10	D	GATA2	TF_Information.txt	5	T192722_3.10;T192724_3.10;T192725_3.10;T192726_3.10;T192727_3.10	AMBIGUOUS
M05092_2.00	T192730_3.10	M05092_3.10	D	GATA2	TF_Information.txt	5	T192722_3.10;T192724_3.10;T192725_3.10;T192726_3.10;T192727_3.10	AMBIGUOUS
M05093_2.00	T197996_3.10	M05093_3.10	D	GCM2	TF_Information.txt	1	T197997_3.10	AMBIGUOUS
M05094_2.00	T197996_3.10	M05094_3.10	D	GCM2	TF_Information.txt	1	T197997_3.10	AMBIGUOUS
M05095_2.00	T197997_3.10	M05095_3.10	D	GCM1	TF_Information.txt	1	T197996_3.10	AMBIGUOUS
M05096_2.00	T197997_3.10	M05096_3.10	D	GCM1	TF_Information.txt	1	T197996_3.10	AMBIGUOUS
M05097_2.00	T199006_3.10	M05097_3.10	D	TFCP2L1	TF_Information.txt	2	T199008_3.10;T199009_3.10	AMBIGUOUS
M05098_2.00	T199006_3.10	M05098_3.10	D	TFCP2L1	TF_Information.txt	2	T199008_3.10;T199009_3.10	AMBIGUOUS
M05099_2.00	T199007_3.10	M05099_3.10	D	GRHL1	TF_Information.txt	0		OK
M05100_2.00	T199007_3.10	M05100_3.10	D	GRHL1	TF_Information.txt	0		OK
M05101_2.00	T199008_3.10	M05101_3.10	D	TFCP2	TF_Information.txt	1	T199009_3.10	AMBIGUOUS
M05102_2.00	T199008_3.10	M05102_3.10	D	TFCP2	TF_Information.txt	1	T199009_3.10	AMBIGUOUS
M05103_2.00	T199008_3.10	M05103_3.10	D	TFCP2	TF_Information.txt	1	T199009_3.10	AMBIGUOUS
M05104_2.00	T199008_3.10	M05104_3.10	D	TFCP2	TF_Information.txt	1	T199009_3.10	AMBIGUOUS
M05105_2.00	T199009_3.10	M05105_3.10	D	UBP1	TF_Information.txt	2	T199006_3.10;T199008_3.10	AMBIGUOUS
M05106_2.00	T199009_3.10	M05106_3.10	D	UBP1	TF_Information.txt	2	T199006_3.10;T199008_3.10	AMBIGUOUS
M05107_2.00	T209764_3.10	M05107_3.10	D	ARX	TF_Information.txt	20	T209902_3.10;T209950_3.10;T209951_3.10;T209958_3.10;T075852_3.10;T209766_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209776_3.10;T209778_3.10;T209785_3.10;T209787_3.10;T209788_3.10;T209792_3.10;T209793_3.10;T209795_3.10;T209796_3.10;T209797_3.10	AMBIGUOUS
M05108_2.00	T209764_3.10	M05108_3.10	D	ARX	TF_Information.txt	20	T209902_3.10;T209950_3.10;T209951_3.10;T209958_3.10;T075852_3.10;T209766_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209776_3.10;T209778_3.10;T209785_3.10;T209787_3.10;T209788_3.10;T209792_3.10;T209793_3.10;T209795_3.10;T209796_3.10;T209797_3.10	AMBIGUOUS
M05109_2.00	T209765_3.10	M05109_3.10	D	HOXA11	TF_Information.txt	11	T209775_3.10;T209824_3.10;T209825_3.10;T209833_3.10;T209834_3.10;T209835_3.10;T209896_3.10;T209901_3.10;T209922_3.10;T209923_3.10;T209952_3.10	AMBIGUOUS
M05110_2.00	T209765_3.10	M05110_3.10	D	HOXA11	TF_Information.txt	11	T209775_3.10;T209824_3.10;T209825_3.10;T209833_3.10;T209834_3.10;T209835_3.10;T209896_3.10;T209901_3.10;T209922_3.10;T209923_3.10;T209952_3.10	AMBIGUOUS
M05111_2.00	T209765_3.10	M05111_3.10	D	HOXA11	TF_Information.txt	11	T209775_3.10;T209824_3.10;T209825_3.10;T209833_3.10;T209834_3.10;T209835_3.10;T209896_3.10;T209901_3.10;T209922_3.10;T209923_3.10;T209952_3.10	AMBIGUOUS
M05112_2.00	T209765_3.10	M05112_3.10	D	HOXA11	TF_Information.txt	11	T209775_3.10;T209824_3.10;T209825_3.10;T209833_3.10;T209834_3.10;T209835_3.10;T209896_3.10;T209901_3.10;T209922_3.10;T209923_3.10;T209952_3.10	AMBIGUOUS
M05113_2.00	T209766_3.10	M05113_3.10	D	MEOX1	TF_Information.txt	20	T209902_3.10;T209903_3.10;T209950_3.10;T209951_3.10;T209953_3.10;T209958_3.10;T209764_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209776_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209789_3.10;T209792_3.10;T209794_3.10	AMBIGUOUS
M05114_2.00	T209766_3.10	M05114_3.10	D	MEOX1	TF_Information.txt	20	T209902_3.10;T209903_3.10;T209950_3.10;T209951_3.10;T209953_3.10;T209958_3.10;T209764_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209776_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209789_3.10;T209792_3.10;T209794_3.10	AMBIGUOUS
M05115_2.00	T209766_3.10	M05115_3.10	D	MEOX1	TF_Information.txt	20	T209902_3.10;T209903_3.10;T209950_3.10;T209951_3.10;T209953_3.10;T209958_3.10;T209764_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209776_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209789_3.10;T209792_3.10;T209794_3.10	AMBIGUOUS
M05116_2.00	T209766_3.10	M05116_3.10	D	MEOX1	TF_Information.txt	20	T209902_3.10;T209903_3.10;T209950_3.10;T209951_3.10;T209953_3.10;T209958_3.10;T209764_3.10;T209767_3.10;T209770_3.10;T209771_3.10;T209773_3.10;T209776_3.10;T209778_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209789_3.10;T209792_3.10;T209794_3.10	AMBIGUOUS
M05117_2.00	T209767_3.10	M05117_3.10	D	DLX6	TF_Information.txt	20	T209950_3.10;T209951_3.10;T209953_3.10;T209764_3.10;T209766_3.10;T209770_3.10;T209773_3.10;T209776_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209801_3.10;T209802_3.10;T209805_3.10;T209810_3.10;T209811_3.10;T209814_3.10;T209818_3.10;T209819_3.10	AMBIGUOUS
M05118_2.00	T209767_3.10	M05118_3.10	D	DLX6	TF_Information.txt	20	T209950_3.10;T209951_3.10;T209953_3.10;T209764_3.10;T209766_3.10;T209770_3.10;T209773_3.10;T209776_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209801_3.10;T209802_3.10;T209805_3.10;T209810_3.10;T209811_3.10;T209814_3.10;T209818_3.10;T209819_3.10	AMBIGUOUS
M05119_2.00	T209767_3.10	M05119_3.10	D	DLX6	TF_Information.txt	20	T209950_3.10;T209951_3.10;T209953_3.10;T209764_3.10;T209766_3.10;T209770_3.10;T209773_3.10;T209776_3.10;T209785_3.10;T209786_3.10;T209787_3.10;T209788_3.10;T209801_3.10;T209802_3.10;T209805_3.10;T209810_3.10;T209811_3.10;T209814_3.10;T209818_3.10;T209819_3.10	AMBIGUOUS
M05120_2.00	T209768_3.10	M05120_3.10	D	ISL1	TF_Information.txt	5	T209778_3.10;T209868_3.10;T209893_3.10;T209931_3.10;T209946_3.10	AMBIGUOUS
M05121_2.00	T209768_3.10	M05121_3.10	D	ISL1	TF_Information.txt	5	T209778_3.10;T209868_3.10;T209893_3.10;T209931_3.10;T209946_3.10	AMBIGUOUS
M05122_2.00	T209768_3.10	M05122_3.10	D	ISL1	TF_Information.txt	5	T209778_3.10;T209868_3.10;T209893_3.10;T209931_3.10;T209946_3.10	AMBIGUOUS
