motif_id	jaspar_name	jaspar_uniprot_id	tf_exists_in_modcredb	motif_file_exists	motif_ref_exists	db_evidence_type	db_mapping_type	matrix_status	status
MA1657.2	ZNF652		not_assessed	yes	no			usable	metadata_unavailable
MA1659.1	ABF4		not_assessed	yes	no			usable	metadata_unavailable
MA1659.2	ABF4		not_assessed	yes	no			usable	metadata_unavailable
MA1660.1	NAC013		not_assessed	yes	no			usable	metadata_unavailable
MA1660.2	NAC013		not_assessed	yes	no			usable	metadata_unavailable
MA1661.1	GTL1		not_assessed	yes	no			usable	metadata_unavailable
MA1661.2	GTL1		not_assessed	yes	no			usable	metadata_unavailable
MA1662.1	AT3G10030		not_assessed	yes	no			usable	metadata_unavailable
MA1662.2	AT3G10030		not_assessed	yes	no			usable	metadata_unavailable
MA1663.1	NAC050		not_assessed	yes	no			usable	metadata_unavailable
MA1663.2	NAC050		not_assessed	yes	no			usable	metadata_unavailable
MA1663.3	NAC050		not_assessed	yes	no			usable	metadata_unavailable
MA1664.1	HSFA6B		not_assessed	yes	no			usable	metadata_unavailable
MA1664.2	HSFA6B		not_assessed	yes	no			usable	metadata_unavailable
MA1664.3	HSFA6B		not_assessed	yes	no			usable	metadata_unavailable
MA1665.1	HSFB2A		not_assessed	yes	no			usable	metadata_unavailable
MA1665.2	HSFB2A		not_assessed	yes	no			usable	metadata_unavailable
MA1665.3	HSFB2A		not_assessed	yes	no			usable	metadata_unavailable
MA1666.1	HSFB2B		not_assessed	yes	no			usable	metadata_unavailable
MA1666.2	HSFB2B		not_assessed	yes	no			usable	metadata_unavailable
MA1666.3	HSFB2B		not_assessed	yes	no			usable	metadata_unavailable
MA1667.1	HSFC1		not_assessed	yes	no			usable	metadata_unavailable
MA1667.2	HSFC1		not_assessed	yes	no			usable	metadata_unavailable
MA1667.3	HSFC1		not_assessed	yes	no			usable	metadata_unavailable
MA1669.1	DREB1B		not_assessed	yes	no			usable	metadata_unavailable
MA1669.2	DREB1B		not_assessed	yes	no			usable	metadata_unavailable
MA1670.1	DREB1C		not_assessed	yes	no			usable	metadata_unavailable
MA1670.2	DREB1C		not_assessed	yes	no			usable	metadata_unavailable
MA1671.1	ERF118		not_assessed	yes	no			usable	metadata_unavailable
MA1671.2	ERF118		not_assessed	yes	no			usable	metadata_unavailable
MA1672.1	GBF2		not_assessed	yes	no			usable	metadata_unavailable
MA1672.2	GBF2		not_assessed	yes	no			usable	metadata_unavailable
MA1673.1	LBD18		not_assessed	yes	no			usable	metadata_unavailable
MA1673.2	LBD18		not_assessed	yes	no			usable	metadata_unavailable
MA1674.1	NAC017		not_assessed	yes	no			usable	metadata_unavailable
MA1674.2	NAC017		not_assessed	yes	no			usable	metadata_unavailable
MA1674.3	NAC017		not_assessed	yes	no			usable	metadata_unavailable
MA1675.1	NAC029		not_assessed	yes	no			usable	metadata_unavailable
MA1675.2	NAC029		not_assessed	yes	no			usable	metadata_unavailable
MA1676.1	NAC062		not_assessed	yes	no			usable	metadata_unavailable
MA1676.2	NAC062		not_assessed	yes	no			usable	metadata_unavailable
MA1676.3	NAC062		not_assessed	yes	no			usable	metadata_unavailable
MA1677.1	NAC078		not_assessed	yes	no			usable	metadata_unavailable
MA1677.2	NAC078		not_assessed	yes	no			usable	metadata_unavailable
MA1678.1	NTL8		not_assessed	yes	no			usable	metadata_unavailable
MA1678.2	NTL8		not_assessed	yes	no			usable	metadata_unavailable
MA1678.3	NTL8		not_assessed	yes	no			usable	metadata_unavailable
MA1679.1	RAP2-1		not_assessed	yes	no			usable	metadata_unavailable
MA1679.2	RAP2-1		not_assessed	yes	no			usable	metadata_unavailable
MA1681.1	SRM1		not_assessed	yes	no			usable	metadata_unavailable
MA1681.2	SRM1		not_assessed	yes	no			usable	metadata_unavailable
MA1682.1	TCX3		not_assessed	yes	no			usable	metadata_unavailable
MA1682.2	TCX3		not_assessed	yes	no			usable	metadata_unavailable
MA1683.1	FOXA3		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA1683.2	FOXA3		not_assessed	yes	no			usable	metadata_unavailable
MA1684.1	Foxn1		not_assessed	yes	no			usable	metadata_unavailable
MA1685.1	ARF10		not_assessed	yes	no			usable	metadata_unavailable
MA1685.2	ARF10		not_assessed	yes	no			usable	metadata_unavailable
MA1686.1	ARF13		not_assessed	yes	no			usable	metadata_unavailable
MA1687.1	ARF14		not_assessed	yes	no			usable	metadata_unavailable
MA1688.1	ARF16		not_assessed	yes	no			usable	metadata_unavailable
MA1688.2	ARF16		not_assessed	yes	no			usable	metadata_unavailable
MA1689.1	ARF18		not_assessed	yes	no			usable	metadata_unavailable
MA1689.2	ARF18		not_assessed	yes	no			usable	metadata_unavailable
MA1690.1	ARF25		not_assessed	yes	no			usable	metadata_unavailable
MA1690.2	ARF25		not_assessed	yes	no			usable	metadata_unavailable
MA1691.1	ARF27		not_assessed	yes	no			usable	metadata_unavailable
MA1691.2	ARF27		not_assessed	yes	no			usable	metadata_unavailable
MA1692.1	ARF29		not_assessed	yes	no			usable	metadata_unavailable
MA1692.2	ARF29		not_assessed	yes	no			usable	metadata_unavailable
MA1693.1	ARF34		not_assessed	yes	no			usable	metadata_unavailable
MA1693.2	ARF34		not_assessed	yes	no			usable	metadata_unavailable
MA1694.1	ARF35		not_assessed	yes	no			usable	metadata_unavailable
MA1694.2	ARF35		not_assessed	yes	no			usable	metadata_unavailable
MA1695.1	ARF36		not_assessed	yes	no			usable	metadata_unavailable
MA1695.2	ARF36		not_assessed	yes	no			usable	metadata_unavailable
MA1696.1	ARF39		not_assessed	yes	no			usable	metadata_unavailable
MA1696.2	ARF39		not_assessed	yes	no			usable	metadata_unavailable
MA1697.1	ARF4		not_assessed	yes	no			usable	metadata_unavailable
MA1697.2	ARF4		not_assessed	yes	no			usable	metadata_unavailable
MA1698.1	ARF7		not_assessed	yes	no			usable	metadata_unavailable
MA1698.2	ARF7		not_assessed	yes	no			usable	metadata_unavailable
MA1699.1	ceh-38		not_assessed	yes	no			usable	metadata_unavailable
MA1699.2	ceh-38		not_assessed	yes	no			usable	metadata_unavailable
MA1700.1	Clamp		not_assessed	yes	no			usable	metadata_unavailable
MA1701.1	elt-2		not_assessed	yes	no			usable	metadata_unavailable
MA1701.2	elt-2		not_assessed	yes	no			usable	metadata_unavailable
MA1702.1	Pdp1		not_assessed	yes	no			usable	metadata_unavailable
MA1702.2	Pdp1		not_assessed	yes	no			usable	metadata_unavailable
MA1703.1	pqm-1		not_assessed	yes	no			usable	metadata_unavailable
MA1703.2	pqm-1		not_assessed	yes	no			usable	metadata_unavailable
MA1704.1	zip-8		not_assessed	yes	no			usable	metadata_unavailable
MA1704.2	zip-8		not_assessed	yes	no			usable	metadata_unavailable
MA1706.1	AT1G14600		not_assessed	yes	no			usable	metadata_unavailable
MA1706.2	AT1G14600		not_assessed	yes	no			usable	metadata_unavailable
MA1707.1	DMRTA1		not_assessed	yes	no			usable	metadata_unavailable
MA1707.2	DMRTA1		not_assessed	yes	no			usable	metadata_unavailable
MA1708.1	ETV7		not_assessed	yes	no			usable	metadata_unavailable
MA1708.2	ETV7		not_assessed	yes	no			usable	metadata_unavailable
MA1709.1	ZIM3		not_assessed	yes	no			usable	metadata_unavailable
MA1709.2	ZIM3		not_assessed	yes	no			usable	metadata_unavailable
MA1710.1	ZNF257		not_assessed	yes	no			usable	metadata_unavailable
MA1710.2	ZNF257		not_assessed	yes	no			usable	metadata_unavailable
MA1711.1	ZNF343		not_assessed	yes	no			usable	metadata_unavailable
MA1711.2	ZNF343		not_assessed	yes	no			usable	metadata_unavailable
MA1712.1	ZNF454		not_assessed	yes	no			usable	metadata_unavailable
MA1712.2	ZNF454		not_assessed	yes	no			usable	metadata_unavailable
MA1713.1	ZNF610		not_assessed	yes	no			usable	metadata_unavailable
MA1713.2	ZNF610		not_assessed	yes	no			usable	metadata_unavailable
MA1714.1	ZNF675		not_assessed	yes	no			usable	metadata_unavailable
MA1714.2	ZNF675		not_assessed	yes	no			usable	metadata_unavailable
MA1715.1	ZNF707		not_assessed	yes	no			usable	metadata_unavailable
MA1716.1	ZNF76		not_assessed	yes	no			usable	metadata_unavailable
MA1716.2	ZNF76		not_assessed	yes	no			usable	metadata_unavailable
MA1717.1	ZNF784		not_assessed	yes	no			usable	metadata_unavailable
MA1717.2	ZNF784		not_assessed	yes	no			usable	metadata_unavailable
MA1718.1	ZNF8		not_assessed	yes	no			usable	metadata_unavailable
MA1719.1	ZNF816		not_assessed	yes	no			usable	metadata_unavailable
MA1719.2	ZNF816		not_assessed	yes	no			usable	metadata_unavailable
MA1720.1	ZNF85		not_assessed	yes	no			usable	metadata_unavailable
MA1720.2	ZNF85		not_assessed	yes	no			usable	metadata_unavailable
MA1721.1	ZNF93		not_assessed	yes	no			usable	metadata_unavailable
MA1721.2	ZNF93		not_assessed	yes	no			usable	metadata_unavailable
MA1722.1	ZSCAN31		not_assessed	yes	no			usable	metadata_unavailable
MA1722.2	ZSCAN31		not_assessed	yes	no			usable	metadata_unavailable
MA1723.1	PRDM9		not_assessed	yes	no			usable	metadata_unavailable
MA1723.2	PRDM9		not_assessed	yes	no			usable	metadata_unavailable
MA1724.1	Rfx6		not_assessed	yes	no			usable	metadata_unavailable
MA1724.2	Rfx6		not_assessed	yes	no			usable	metadata_unavailable
MA1725.1	ZNF189		not_assessed	yes	no			usable	metadata_unavailable
MA1725.2	ZNF189		not_assessed	yes	no			usable	metadata_unavailable
MA1726.1	ZNF331		not_assessed	yes	no			usable	metadata_unavailable
MA1726.2	ZNF331		not_assessed	yes	no			usable	metadata_unavailable
MA1727.1	ZNF417		not_assessed	yes	no			usable	metadata_unavailable
MA1727.2	ZNF417		not_assessed	yes	no			usable	metadata_unavailable
MA1728.1	ZNF549		not_assessed	yes	no			usable	metadata_unavailable
MA1728.2	ZNF549		not_assessed	yes	no			usable	metadata_unavailable
MA1729.1	ZNF680		not_assessed	yes	no			usable	metadata_unavailable
MA1729.2	ZNF680		not_assessed	yes	no			usable	metadata_unavailable
MA1730.1	ZNF708		not_assessed	yes	no			usable	metadata_unavailable
MA1730.2	ZNF708		not_assessed	yes	no			usable	metadata_unavailable
MA1731.1	ZNF768		not_assessed	yes	no			usable	metadata_unavailable
MA1731.2	ZNF768		not_assessed	yes	no			usable	metadata_unavailable
MA1732.1	E2FD		not_assessed	yes	no			usable	metadata_unavailable
MA1733.1	ASR3		not_assessed	yes	no			usable	metadata_unavailable
MA1733.2	ASR3		not_assessed	yes	no			usable	metadata_unavailable
MA1734.1	AT1G19040		not_assessed	yes	no			usable	metadata_unavailable
MA1735.1	AT2G38300		not_assessed	yes	no			usable	metadata_unavailable
MA1735.2	AT2G38300		not_assessed	yes	no			usable	metadata_unavailable
MA1736.1	AT5G04390		not_assessed	yes	no			usable	metadata_unavailable
MA1736.2	AT5G04390		not_assessed	yes	no			usable	metadata_unavailable
MA1737.1	AT5G05090		not_assessed	yes	no			usable	metadata_unavailable
MA1737.2	AT5G05090		not_assessed	yes	no			usable	metadata_unavailable
MA1738.1	ATMYB31		not_assessed	yes	no			usable	metadata_unavailable
MA1739.1	BHLH122		not_assessed	yes	no			usable	metadata_unavailable
MA1739.2	BHLH122		not_assessed	yes	no			usable	metadata_unavailable
MA1740.1	BHLH49		not_assessed	yes	no			usable	metadata_unavailable
MA1740.2	BHLH49		not_assessed	yes	no			usable	metadata_unavailable
MA1741.1	BRN2		not_assessed	yes	no			usable	metadata_unavailable
MA1742.1	BZIP18		not_assessed	yes	no			usable	metadata_unavailable
MA1742.2	BZIP18		not_assessed	yes	no			usable	metadata_unavailable
MA1743.1	BZIP2		not_assessed	yes	no			usable	metadata_unavailable
MA1743.2	BZIP2		not_assessed	yes	no			usable	metadata_unavailable
MA1744.1	BZIP30		not_assessed	yes	no			usable	metadata_unavailable
MA1744.2	BZIP30		not_assessed	yes	no			usable	metadata_unavailable
MA1745.1	BZIP63		not_assessed	yes	no			usable	metadata_unavailable
MA1745.2	BZIP63		not_assessed	yes	no			usable	metadata_unavailable
MA1746.1	BZIP69		not_assessed	yes	no			usable	metadata_unavailable
MA1747.1	DOF4.3		not_assessed	yes	no			usable	metadata_unavailable
MA1747.2	DOF4.3		not_assessed	yes	no			usable	metadata_unavailable
MA1748.1	DREB1F		not_assessed	yes	no			usable	metadata_unavailable
MA1748.2	DREB1F		not_assessed	yes	no			usable	metadata_unavailable
MA1749.1	E2FC		not_assessed	yes	no			usable	metadata_unavailable
MA1750.1	E2FE		not_assessed	yes	no			usable	metadata_unavailable
MA1751.1	EIL3		not_assessed	yes	no			usable	metadata_unavailable
MA1751.2	EIL3		not_assessed	yes	no			usable	metadata_unavailable
MA1752.1	ERF025		not_assessed	yes	no			usable	metadata_unavailable
MA1752.2	ERF025		not_assessed	yes	no			usable	metadata_unavailable
MA1753.1	ERF057		not_assessed	yes	no			usable	metadata_unavailable
MA1753.2	ERF057		not_assessed	yes	no			usable	metadata_unavailable
MA1754.1	ERF073		not_assessed	yes	no			usable	metadata_unavailable
MA1754.2	ERF073		not_assessed	yes	no			usable	metadata_unavailable
MA1755.1	GATA4		not_assessed	yes	no			usable	metadata_unavailable
MA1755.2	GATA4		not_assessed	yes	no			usable	metadata_unavailable
MA1756.1	GRF9		not_assessed	yes	no			usable	metadata_unavailable
MA1756.2	GRF9		not_assessed	yes	no			usable	metadata_unavailable
MA1757.1	HDG7		not_assessed	yes	no			usable	metadata_unavailable
MA1757.2	HDG7		not_assessed	yes	no			usable	metadata_unavailable
MA1758.1	HSFA1E		not_assessed	yes	no			usable	metadata_unavailable
MA1758.2	HSFA1E		not_assessed	yes	no			usable	metadata_unavailable
MA1759.1	HSFA4A		not_assessed	yes	no			usable	metadata_unavailable
MA1759.2	HSFA4A		not_assessed	yes	no			usable	metadata_unavailable
MA1760.1	HSFA6A		not_assessed	yes	no			usable	metadata_unavailable
MA1761.1	HSFB3		not_assessed	yes	no			usable	metadata_unavailable
MA1761.2	HSFB3		not_assessed	yes	no			usable	metadata_unavailable
MA1762.1	MYB10		not_assessed	yes	no			usable	metadata_unavailable
MA1762.2	MYB10		not_assessed	yes	no			usable	metadata_unavailable
MA1764.1	MYB116		not_assessed	yes	no			usable	metadata_unavailable
MA1764.2	MYB116		not_assessed	yes	no			usable	metadata_unavailable
MA1765.1	MYB121		not_assessed	yes	no			usable	metadata_unavailable
MA1765.2	MYB121		not_assessed	yes	no			usable	metadata_unavailable
MA1766.1	MYB17		not_assessed	yes	no			usable	metadata_unavailable
MA1766.2	MYB17		not_assessed	yes	no			usable	metadata_unavailable
MA1767.1	MYB23		not_assessed	yes	no			usable	metadata_unavailable
MA1767.2	MYB23		not_assessed	yes	no			usable	metadata_unavailable
MA1768.1	MYB30		not_assessed	yes	no			usable	metadata_unavailable
MA1768.2	MYB30		not_assessed	yes	no			usable	metadata_unavailable
MA1769.1	MYB39		not_assessed	yes	no			usable	metadata_unavailable
MA1769.2	MYB39		not_assessed	yes	no			usable	metadata_unavailable
MA1770.1	MYB40		not_assessed	yes	no			usable	metadata_unavailable
MA1770.2	MYB40		not_assessed	yes	no			usable	metadata_unavailable
MA1771.1	MYB41		not_assessed	yes	no			usable	metadata_unavailable
MA1771.2	MYB41		not_assessed	yes	no			usable	metadata_unavailable
MA1772.1	MYB43		not_assessed	yes	no			usable	metadata_unavailable
MA1772.2	MYB43		not_assessed	yes	no			usable	metadata_unavailable
MA1773.1	MYB51		not_assessed	yes	no			usable	metadata_unavailable
MA1773.2	MYB51		not_assessed	yes	no			usable	metadata_unavailable
MA1774.1	MYB60		not_assessed	yes	no			usable	metadata_unavailable
MA1774.2	MYB60		not_assessed	yes	no			usable	metadata_unavailable
MA1775.1	MYB61		not_assessed	yes	no			usable	metadata_unavailable
MA1775.2	MYB61		not_assessed	yes	no			usable	metadata_unavailable
MA1776.1	MYB67		not_assessed	yes	no			usable	metadata_unavailable
MA1776.2	MYB67		not_assessed	yes	no			usable	metadata_unavailable
MA1777.1	MYB74		not_assessed	yes	no			usable	metadata_unavailable
MA1777.2	MYB74		not_assessed	yes	no			usable	metadata_unavailable
MA1778.1	MYB80		not_assessed	yes	no			usable	metadata_unavailable
MA1778.2	MYB80		not_assessed	yes	no			usable	metadata_unavailable
MA1779.1	MYB83		not_assessed	yes	no			usable	metadata_unavailable
MA1779.2	MYB83		not_assessed	yes	no			usable	metadata_unavailable
MA1780.1	MYB92		not_assessed	yes	no			usable	metadata_unavailable
MA1780.2	MYB92		not_assessed	yes	no			usable	metadata_unavailable
MA1781.1	MYB94		not_assessed	yes	no			usable	metadata_unavailable
MA1781.2	MYB94		not_assessed	yes	no			usable	metadata_unavailable
MA1783.1	NAC005		not_assessed	yes	no			usable	metadata_unavailable
MA1784.1	NAC011		not_assessed	yes	no			usable	metadata_unavailable
MA1785.1	NAC018		not_assessed	yes	no			usable	metadata_unavailable
MA1785.2	NAC018		not_assessed	yes	no			usable	metadata_unavailable
MA1786.1	NAC019		not_assessed	yes	no			usable	metadata_unavailable
MA1786.2	NAC019		not_assessed	yes	no			usable	metadata_unavailable
MA1787.1	NAC047		not_assessed	yes	no			usable	metadata_unavailable
MA1787.2	NAC047		not_assessed	yes	no			usable	metadata_unavailable
MA1788.1	NAC054		not_assessed	yes	no			usable	metadata_unavailable
MA1789.1	NAC071		not_assessed	yes	no			usable	metadata_unavailable
MA1790.1	NAC073		not_assessed	yes	no			usable	metadata_unavailable
MA1791.1	NAC087		not_assessed	yes	no			usable	metadata_unavailable
MA1792.1	NAC098		not_assessed	yes	no			usable	metadata_unavailable
MA1793.1	NID1		not_assessed	yes	no			usable	metadata_unavailable
MA1793.2	NID1		not_assessed	yes	no			usable	metadata_unavailable
MA1794.1	NLP7		not_assessed	yes	no			usable	metadata_unavailable
MA1794.2	NLP7		not_assessed	yes	no			usable	metadata_unavailable
MA1795.1	RAP2-4		not_assessed	yes	no			usable	metadata_unavailable
MA1795.2	RAP2-4		not_assessed	yes	no			usable	metadata_unavailable
MA1796.1	RAP2-7		not_assessed	yes	no			usable	metadata_unavailable
MA1797.1	RAV2		not_assessed	yes	no			usable	metadata_unavailable
MA1799.1	SPL10		not_assessed	yes	no			usable	metadata_unavailable
MA1799.2	SPL10		not_assessed	yes	no			usable	metadata_unavailable
MA1800.1	TEM1		not_assessed	yes	no			usable	metadata_unavailable
MA1801.1	TREE1		not_assessed	yes	no			usable	metadata_unavailable
MA1801.2	TREE1		not_assessed	yes	no			usable	metadata_unavailable
MA1802.1	TRP5		not_assessed	yes	no			usable	metadata_unavailable
MA1802.2	TRP5		not_assessed	yes	no			usable	metadata_unavailable
MA1803.1	VIP1		not_assessed	yes	no			usable	metadata_unavailable
MA1803.2	VIP1		not_assessed	yes	no			usable	metadata_unavailable
MA1804.1	WIN1		not_assessed	yes	no			usable	metadata_unavailable
MA1804.2	WIN1		not_assessed	yes	no			usable	metadata_unavailable
MA1805.1	WRKY53		not_assessed	yes	no			usable	metadata_unavailable
MA1805.2	WRKY53		not_assessed	yes	no			usable	metadata_unavailable
MA1807.1	ZHD10		not_assessed	yes	no			usable	metadata_unavailable
MA1807.2	ZHD10		not_assessed	yes	no			usable	metadata_unavailable
MA1808.1	GLYMA-06G314400		not_assessed	yes	no			usable	metadata_unavailable
MA1808.2	GLYMA-06G314400		not_assessed	yes	no			usable	metadata_unavailable
MA1809.1	GLYMA-07G038400		not_assessed	yes	no			usable	metadata_unavailable
MA1809.2	GLYMA-07G038400		not_assessed	yes	no			usable	metadata_unavailable
MA1810.1	GLYMA-08G357600		not_assessed	yes	no			usable	metadata_unavailable
MA1810.2	GLYMA-08G357600		not_assessed	yes	no			usable	metadata_unavailable
MA1811.1	GLYMA-13G317000		not_assessed	yes	no			usable	metadata_unavailable
MA1811.2	GLYMA-13G317000		not_assessed	yes	no			usable	metadata_unavailable
MA1812.1	ASR1		not_assessed	yes	no			usable	metadata_unavailable
MA1812.2	ASR1		not_assessed	yes	no			usable	metadata_unavailable
MA1813.1	EIL4		not_assessed	yes	no			usable	metadata_unavailable
MA1813.2	EIL4		not_assessed	yes	no			usable	metadata_unavailable
MA1814.1	RIN		not_assessed	yes	no			usable	metadata_unavailable
MA1814.2	RIN		not_assessed	yes	no			usable	metadata_unavailable
MA1815.1	GRF4		not_assessed	yes	no			usable	metadata_unavailable
MA1815.2	GRF4		not_assessed	yes	no			usable	metadata_unavailable
MA1816.1	O11		not_assessed	yes	no			usable	metadata_unavailable
MA1816.2	O11		not_assessed	yes	no			usable	metadata_unavailable
MA1817.1	Zm00001d020267		not_assessed	yes	no			usable	metadata_unavailable
MA1817.2	Zm00001d020267		not_assessed	yes	no			usable	metadata_unavailable
MA1818.1	Zm00001d052229		not_assessed	yes	no			usable	metadata_unavailable
MA1819.1	Zm00001d005892		not_assessed	yes	no			usable	metadata_unavailable
MA1819.2	Zm00001d005892		not_assessed	yes	no			usable	metadata_unavailable
MA1820.1	Zm00001d024324		not_assessed	yes	no			usable	metadata_unavailable
MA1820.2	Zm00001d024324		not_assessed	yes	no			usable	metadata_unavailable
MA1821.1	Zm00001d020595		not_assessed	yes	no			usable	metadata_unavailable
MA1821.2	Zm00001d020595		not_assessed	yes	no			usable	metadata_unavailable
MA1822.1	Zm00001d018571		not_assessed	yes	no			usable	metadata_unavailable
MA1822.2	Zm00001d018571		not_assessed	yes	no			usable	metadata_unavailable
MA1823.1	Zm00001d027846		not_assessed	yes	no			usable	metadata_unavailable
MA1823.2	Zm00001d027846		not_assessed	yes	no			usable	metadata_unavailable
MA1824.1	Zm00001d005692		not_assessed	yes	no			usable	metadata_unavailable
MA1824.2	Zm00001d005692		not_assessed	yes	no			usable	metadata_unavailable
MA1825.1	Zm00001d044409		not_assessed	yes	no			usable	metadata_unavailable
MA1825.2	Zm00001d044409		not_assessed	yes	no			usable	metadata_unavailable
MA1827.1	Zm00001d044785		not_assessed	yes	no			usable	metadata_unavailable
MA1827.2	Zm00001d044785		not_assessed	yes	no			usable	metadata_unavailable
MA1828.1	Zm00001d038683		not_assessed	yes	no			usable	metadata_unavailable
MA1828.2	Zm00001d038683		not_assessed	yes	no			usable	metadata_unavailable
MA1829.1	Zm00001d035604		not_assessed	yes	no			usable	metadata_unavailable
MA1829.2	Zm00001d035604		not_assessed	yes	no			usable	metadata_unavailable
MA1830.1	Zm00001d015407		not_assessed	yes	no			usable	metadata_unavailable
MA1830.2	Zm00001d015407		not_assessed	yes	no			usable	metadata_unavailable
MA1831.1	Zm00001d031796		not_assessed	yes	no			usable	metadata_unavailable
MA1831.2	Zm00001d031796		not_assessed	yes	no			usable	metadata_unavailable
MA1832.1	Zm00001d002364		not_assessed	yes	no			usable	metadata_unavailable
MA1832.2	Zm00001d002364		not_assessed	yes	no			usable	metadata_unavailable
MA1833.1	Zm00001d049364		not_assessed	yes	no			usable	metadata_unavailable
MA1833.2	Zm00001d049364		not_assessed	yes	no			usable	metadata_unavailable
MA1834.1	Zm00001d034298		not_assessed	yes	no			usable	metadata_unavailable
MA1834.2	Zm00001d034298		not_assessed	yes	no			usable	metadata_unavailable
MA1835.1	TFLG2-Zm00001d042777		not_assessed	yes	no			usable	metadata_unavailable
MA1835.2	TFLG2-Zm00001d042777		not_assessed	yes	no			usable	metadata_unavailable
MA1836.1	dsx		not_assessed	yes	no			usable	metadata_unavailable
MA1836.2	dsx		not_assessed	yes	no			usable	metadata_unavailable
MA1837.1	Elba1		not_assessed	yes	no			usable	metadata_unavailable
MA1837.2	Elba1		not_assessed	yes	no			usable	metadata_unavailable
MA1838.1	Elba2		not_assessed	yes	no			usable	metadata_unavailable
MA1838.2	Elba2		not_assessed	yes	no			usable	metadata_unavailable
MA1839.1	GATAd		not_assessed	yes	no			usable	metadata_unavailable
MA1839.2	GATAd		not_assessed	yes	no			usable	metadata_unavailable
MA1840.1	gcm		not_assessed	yes	no			usable	metadata_unavailable
MA1840.2	gcm		not_assessed	yes	no			usable	metadata_unavailable
MA1841.1	kn		not_assessed	yes	no			usable	metadata_unavailable
MA1841.2	kn		not_assessed	yes	no			usable	metadata_unavailable
MA1843.1	AP4		not_assessed	yes	no			usable	metadata_unavailable
MA1843.2	AP4		not_assessed	yes	no			usable	metadata_unavailable
MA1844.1	Atbf		not_assessed	yes	no			usable	metadata_unavailable
MA1844.2	Atbf		not_assessed	yes	no			usable	metadata_unavailable
MA1845.1	Atoh7		not_assessed	yes	no			usable	metadata_unavailable
MA1845.2	Atoh7		not_assessed	yes	no			usable	metadata_unavailable
MA1846.1	Brachyury		not_assessed	yes	no			usable	metadata_unavailable
MA1846.2	Brachyury		not_assessed	yes	no			usable	metadata_unavailable
MA1847.1	Bsx		not_assessed	yes	no			usable	metadata_unavailable
MA1847.2	Bsx		not_assessed	yes	no			usable	metadata_unavailable
MA1848.1	Cebpg		not_assessed	yes	no			usable	metadata_unavailable
MA1848.2	Cebpg		not_assessed	yes	no			usable	metadata_unavailable
MA1849.1	Creb1		not_assessed	yes	no			usable	metadata_unavailable
MA1849.2	Creb1		not_assessed	yes	no			usable	metadata_unavailable
MA1850.1	Dlx-b		not_assessed	yes	no			usable	metadata_unavailable
MA1850.2	Dlx-b		not_assessed	yes	no			usable	metadata_unavailable
MA1851.1	Dlx-c		not_assessed	yes	no			usable	metadata_unavailable
MA1851.2	Dlx-c		not_assessed	yes	no			usable	metadata_unavailable
MA1852.1	Emx		not_assessed	yes	no			usable	metadata_unavailable
MA1852.2	Emx		not_assessed	yes	no			usable	metadata_unavailable
MA1853.1	Erf-a		not_assessed	yes	no			usable	metadata_unavailable
MA1853.2	Erf-a		not_assessed	yes	no			usable	metadata_unavailable
MA1854.1	Etv1/4/5		not_assessed	yes	no			usable	metadata_unavailable
MA1854.2	Etv1/4/5		not_assessed	yes	no			usable	metadata_unavailable
MA1855.1	Fli-Erg-a		not_assessed	yes	no			usable	metadata_unavailable
MA1855.2	Fli-Erg-a		not_assessed	yes	no			usable	metadata_unavailable
MA1856.1	Fli-Erg-b		not_assessed	yes	no			usable	metadata_unavailable
MA1856.2	Fli-Erg-b		not_assessed	yes	no			usable	metadata_unavailable
MA1857.1	Fli-Erg-c		not_assessed	yes	no			usable	metadata_unavailable
MA1857.2	Fli-Erg-c		not_assessed	yes	no			usable	metadata_unavailable
MA1858.1	Fos-b		not_assessed	yes	no			usable	metadata_unavailable
MA1858.2	Fos-b		not_assessed	yes	no			usable	metadata_unavailable
MA1859.1	FoxA-a		not_assessed	yes	no			usable	metadata_unavailable
MA1859.2	FoxA-a		not_assessed	yes	no			usable	metadata_unavailable
MA1860.1	FoxA-b		not_assessed	yes	no			usable	metadata_unavailable
MA1860.2	FoxA-b		not_assessed	yes	no			usable	metadata_unavailable
MA1861.1	FoxB		not_assessed	yes	no			usable	metadata_unavailable
MA1861.2	FoxB		not_assessed	yes	no			usable	metadata_unavailable
MA1862.1	FoxD-b		not_assessed	yes	no			usable	metadata_unavailable
MA1862.2	FoxD-b		not_assessed	yes	no			usable	metadata_unavailable
MA1863.1	FoxE		not_assessed	yes	no			usable	metadata_unavailable
MA1863.2	FoxE		not_assessed	yes	no			usable	metadata_unavailable
MA1864.1	FoxF		not_assessed	yes	no			usable	metadata_unavailable
MA1864.2	FoxF		not_assessed	yes	no			usable	metadata_unavailable
MA1865.1	FoxG		not_assessed	yes	no			usable	metadata_unavailable
MA1865.2	FoxG		not_assessed	yes	no			usable	metadata_unavailable
MA1866.1	FoxI-a		not_assessed	yes	no			usable	metadata_unavailable
MA1866.2	FoxI-a		not_assessed	yes	no			usable	metadata_unavailable
MA1867.1	FoxI-b		not_assessed	yes	no			usable	metadata_unavailable
MA1867.2	FoxI-b		not_assessed	yes	no			usable	metadata_unavailable
